x (m)	y (m)	Intensity
.02681	.00000	.00000
.02687	.00000	.00000
.02693	.00000	.00000
.02699	.00000	.00000
.02704	.00000	.00000
.02710	.00000	.00000
.02716	.00000	.00000
.02722	.00000	.00000
.02728	.00000	.00000
.02734	.00000	.00000
.02739	.00000	.00000
.02745	.00000	.00000
.02751	.00000	.00000
.02757	.00000	.00000
.02763	.00000	.00000
.02769	.00000	.00000
.02775	.00000	.00000
.02780	.00000	.00000
.02786	.00000	.00000
.02792	.00000	.00000
.02798	.00000	.00000
.02804	.00000	.00000
.02810	.00000	.00000
.02815	.00000	.00000
.02821	.00000	.00000
.02827	.00000	.00000
.02833	.00000	.00000
.02839	.00000	.00000
.02845	.00000	.00000
.02850	.00000	.00000
.02856	.00000	.00000
.02862	.00000	.00000
.02868	.00000	.00000
.02874	.00000	.00000
.02880	.00000	.00000
.02886	.00000	.00000
.02891	.00000	.00000
.02897	.00000	.00000
.02903	.00000	.00000
.02909	.00000	.00000
.02915	.00000	.00000
.02921	.00000	.00000
.02926	.00000	.00000
.02932	.00000	.00000
.02938	.00000	.00000
.02944	.00000	.00000
.02950	.00000	.00000
.02956	.00000	.00000
.02961	.00000	.00000
.02967	.00000	.00000
.02973	.00000	.00000
.02979	.00000	.00000
.02985	.00000	.00000
.02991	.00000	.00000
.02996	.00000	.00000
.03002	.00000	.00000
.03008	.00000	.00000
.03014	.00000	.00000
.03020	.00000	.00000
.03026	.00000	.00000
.03032	.00000	.00000
.03037	.00000	.00000
.03043	.00000	.00000
.03049	.00000	.00000
.03055	.00000	.00000
.03061	.00000	.00000
.03067	.00000	.00000
.03072	.00000	.00000
.03078	.00000	.00000
.03084	.00000	.00000
.03090	.00000	.00000
.03096	.00000	.00000
.03102	.00000	.00000
.03107	.00000	.00000
.03113	.00000	.00000
.03119	.00000	.00000
.03125	.00000	.00000
.03131	.00000	.00000
.03137	.00000	.00000
.03143	.00000	.00000
.03148	.00000	.00000
.03154	.00000	.00000
.03160	.00000	.00000
.03166	.00000	.00000
.03172	.00000	.00000
.03178	.00000	.00000
.03183	.00000	.00000
.03189	.00000	.00000
.03195	.00000	.00000
.03201	.00000	.00000
.03207	.00000	.00000
.03213	.00000	.00000
.03218	.00000	.00000
.03224	.00000	.00000
.03230	.00000	.00000
.03236	.00000	.00000
.03242	.00000	.00000
.03248	.00000	.00000
.03254	.00000	.00000
.03259	.00000	.00000
.03265	.00000	.00000
.03271	.00000	.00000
.03277	.00000	.00000
.03283	.00000	.00000
.03289	.00000	.00000
.03294	.00000	.00000
.03300	.00000	.00000
.03306	.00000	.00000
.03312	.00000	.00000
.03318	.00000	.00000
.03324	.00000	.00000
.03329	.00000	.00000
.03335	.00000	.00000
.03341	.00000	.00000
.03347	.00000	.00000
.03353	.00000	.00000
.03359	.00000	.00000
.03364	.00000	.00000
.03370	.00000	.00000
.03376	.00000	.00000
.03382	.00000	.00000
.03388	.00000	.00000
.03394	.00000	.00000
.03400	.00000	.00000
.03405	.00000	.00000
.03411	.00000	.00000
.03417	.00000	.00000
.03423	.00000	.00000
.03429	.00000	.00000
.03435	.00000	.00000
.03440	.00000	.00000
.03446	.00000	.00000
.03452	.00000	.00000
.03458	.00000	.00000
.03464	.00000	.00000
.03470	.00000	.00000
.03475	.00000	.00000
.03481	.00000	.00000
.03487	.00000	.00000
.03493	.00000	.00000
.03499	.00000	.00000
.03505	.00000	.00000
.03511	.00000	.00000
.03516	.00000	.00000
.03522	.00000	.00000
.03528	.00000	.00000
.03534	.00000	.00000
.03540	.00000	.00000
.03546	.00000	.00000
.03551	.00000	.00000
.03557	.00000	.00000
.03563	.00000	.00000
.03569	.00000	.00000
.03575	.00000	.00000
.03581	.00000	.00000
.03586	.00000	.00000
.03592	.00000	.00000
.03598	.00000	.00000
.03604	.00000	.00000
.03610	.00000	.00000
.03616	.00000	.00000
.03621	.00000	.00000
.03627	.00000	.00000
.03633	.00000	.00000
.03639	.00000	.00000
.03645	.00000	.00000
.03651	.00000	.00000
.03657	.00000	.00000
.03662	.00000	.00000
.03668	.00000	.00000
.03674	.00000	.00000
.03680	.00000	.00000
.03686	.00000	.00000
.03692	.00000	.00000
.03697	.00000	.00000
.03703	.00000	.00000
.03709	.00000	.00000
.03715	.00000	.00000
.03721	.00000	.00000
.03727	.00000	.00000
.03732	.00000	.00000
.03738	.00000	.00000
.03744	.00000	.00000
.03750	.00000	.00000
.03756	.00000	.00000
.03762	.00000	.00000
.03768	.00000	.00000
.03773	.00000	.00000
.03779	.00000	.00000
.03785	.00000	.00000
.03791	.00000	.00000
.03797	.00000	.00000
.03803	.00000	.00000
.03808	.00000	.00000
.03814	.00000	.00000
.03820	.00000	.00000
.03826	.00000	.00000
.03832	.00000	.00000
.03838	.00000	.00000
.03843	.00000	.00000
.03849	.00000	.00000
.03855	.00000	.00000
.03861	.00000	.00000
.03867	.00000	.00000
.03873	.00000	.00000
.03879	.00000	.00000
.03884	.00000	.00000
.03890	.00000	.00000
.03896	.00000	.00000
.03902	.00000	.00000
.03908	.00000	.00000
.03914	.00000	.00000
.03919	.00000	.00000
.03925	.00000	.00000
.03931	.00000	.00000
.03937	.00000	.00000
.03943	.00000	.00000
.03949	.00000	.00000
.03954	.00000	.00000
.03960	.00000	.00000
.03966	.00000	.00000
.03972	.00000	.00000
.03978	.00000	.00000
.03984	.00000	.00000
.03989	.00000	.00000
.03995	.00000	.00000
.04001	.00000	.00000
.04007	.00000	.00000
.04013	.00000	.00000
.04019	.00000	.00000
.04025	.00000	.00000
.04030	.00000	.00000
.04036	.00000	.00000
.04042	.00000	.00000
.04048	.00000	.00000
.04054	.00000	.00000
.04060	.00000	.00000
.04065	.00000	.00000
.04071	.00000	.00000
.04077	.00000	.00000
.04083	.00000	.00000
.04089	.00000	.00000
.04095	.00000	.00000
.04100	.00000	.00000
.04106	.00000	.00000
.04112	.00000	.00000
.04118	.00000	.00000
.04124	.00000	.00000
.04130	.00000	.00000
.04136	.00000	.00000
.04141	.00000	.00000
.04147	.00000	.00000
.04153	.00000	.00000
.04159	.00000	.00000
.04165	.00000	.00000
.04171	.00000	.00000
.04176	.00000	.00000
.04182	.00000	.00000
.04188	.00000	.00000
.04194	.00000	.00000
.04200	.00000	.00000
.04206	.00000	.00000
.04211	.00000	.00000
.04217	.00000	.00000
.04223	.00000	.00000
.04229	.00000	.00000
.04235	.00000	.00000
.04241	.00000	.00000
.04246	.00000	.00000
.04252	.00000	.00000
.04258	.00000	.00000
.04264	.00000	.00000
.04270	.00000	.00000
.04276	.00000	.00000
.04282	.00000	.00000
.04287	.00000	.00000
.04293	.00000	.00000
.04299	.00000	.00000
.04305	.00000	.00000
.04311	.00000	.00000
.04317	.00000	.00000
.04322	.00000	.00000
.04328	.00000	.00000
.04334	.00000	.00000
.04340	.00000	.00000
.04346	.00000	.00000
.04352	.00000	.00000
.04357	.00000	.00000
.04363	.00000	.00000
.04369	.00000	.00000
.04375	.00000	.00000
.04381	.00000	.00000
.04387	.00000	.00000
.04393	.00000	.00000
.04398	.00000	.00000
.04404	.00000	.00000
.04410	.00000	.00000
.04416	.00000	.00000
.04422	.00000	.00000
.04428	.00000	.00000
.04433	.00000	.00000
.04439	.00000	.00000
.04445	.00000	.00000
.04451	.00000	.00000
.04457	.00000	.00000
.04463	.00000	.00000
.04468	.00000	.00000
.04474	.00000	.00000
.04480	.00000	.00000
.04486	.00000	.00000
.04492	.00000	.00000
.04498	.00000	.00000
.04504	.00000	.00000
.04509	.00000	.00000
.04515	.00000	.00000
.04521	.00000	.00000
.04527	.00000	.00000
.04533	.00000	.00000
.04539	.00000	.00000
.04544	.00000	.00000
.04550	.00000	.00000
.04556	.00000	.00000
.04562	.00000	.00000
.04568	.00000	.00000
.04574	.00000	.00000
.04579	.00000	.00000
.04585	.00000	.00000
.04591	.00000	.00000
.04597	.00000	.00000
.04603	.00000	.00000
.04609	.00000	.00000
.04614	.00000	.00000
.04620	.00000	.00000
.04626	.00000	.00000
.04632	.00000	.00000
.04638	.00000	.00000
.04644	.00000	.00000
.04650	.00000	.00000
.04655	.00000	.00000
.04661	.00000	.00000
.04667	.00000	.00000
.04673	.00000	.00000
.04679	.00000	.00000
.04685	.00000	.00000
.04690	.00000	.00000
.04696	.00000	.00000
.04702	.00000	.00000
.04708	.00000	.00000
.04714	.00000	.00000
.04720	.00000	.00000
.04725	.00000	.00000
.04731	.00000	.00000
.04737	.00000	.00000
.04743	.00000	.00000
.04749	.00000	.00000
.04755	.00000	.00000
.04761	.00000	.00000
.04766	.00000	.00000
.04772	.00000	.00000
.04778	.00000	.00000
.04784	.00000	.00000
.04790	.00000	.00000
.04796	.00000	.00000
.04801	.00000	.00000
.04807	.00000	.00000
.04813	.00000	.00000
.04819	.00000	.00000
.04825	.00000	.00000
.04831	.00000	.00000
.04836	.00000	.00000
.04842	.00000	.00000
.04848	.00000	.00000
.04854	.00000	.00000
.04860	.00000	.00000
.04866	.00000	.00000
.04871	.00000	.00000
.04877	.00000	.00000
.04883	.00000	.00000
.04889	.00000	.00000
.04895	.00000	.00000
.04901	.00000	.00000
.04907	.00000	.00000
.04912	.00000	.00000
.04918	.00000	.00000
.04924	.00000	.00000
.04930	.00000	.00000
.04936	.00000	.00000
.04942	.00000	.00000
.04947	.00000	.00000
.04953	.00000	.00000
.04959	.00000	.00000
.04965	.00000	.00000
.04971	.00000	.00000
.04977	.00000	.00000
.04982	.00000	.00000
.04988	.00000	.00000
.04994	.00000	.00000
.05000	.00000	.00000
.05006	.00000	.00000
.05012	.00000	.00000
.05018	.00000	.00000
.05023	.00000	.00000
.05029	.00000	.00000
.05035	.00000	.00000
.05041	.00000	.00000
.05047	.00000	.00000
.05053	.00000	.00000
.05058	.00000	.00000
.05064	.00000	.00000
.05070	.00000	.00000
.05076	.00000	.00000
.05082	.00000	.00000
.05088	.00000	.00000
.05093	.00000	.00000
.05099	.00000	.00000
.05105	.00000	.00000
.05111	.00000	.00000
.05117	.00000	.00000
.05123	.00000	.00000
.05129	.00000	.00000
.05134	.00000	.00000
.05140	.00000	.00000
.05146	.00000	.00000
.05152	.00000	.00000
.05158	.00000	.00000
.05164	.00000	.00000
.05169	.00000	.00000
.05175	.00000	.00000
.05181	.00000	.00000
.05187	.00000	.00000
.05193	.00000	.00000
.05199	.00000	.00000
.05204	.00000	.00000
.05210	.00000	.00000
.05216	.00000	.00000
.05222	.00000	.00000
.05228	.00000	.00000
.05234	.00000	.00000
.05239	.00000	.00000
.05245	.00000	.00000
.05251	.00000	.00000
.05257	.00000	.00000
.05263	.00000	.00000
.05269	.00000	.00000
.05275	.00000	.00000
.05280	.00000	.00000
.05286	.00000	.00000
.05292	.00000	.00000
.05298	.00000	.00000
.05304	.00000	.00000
.05310	.00000	.00000
.05315	.00000	.00000
.05321	.00000	.00000
.05327	.00000	.00000
.05333	.00000	.00000
.05339	.00000	.00000
.05345	.00000	.00000
.05350	.00000	.00000
.05356	.00000	.00000
.05362	.00000	.00000
.05368	.00000	.00000
.05374	.00000	.00000
.05380	.00000	.00000
.05386	.00000	.00000
.05391	.00000	.00000
.05397	.00000	.00000
.05403	.00000	.00000
.05409	.00000	.00000
.05415	.00000	.00000
.05421	.00000	.00000
.05426	.00000	.00000
.05432	.00000	.00000
.05438	.00000	.00000
.05444	.00000	.00000
.05450	.00000	.00000
.05456	.00000	.00000
.05461	.00000	.00000
.05467	.00000	.00000
.05473	.00000	.00000
.05479	.00000	.00000
.05485	.00000	.00000
.05491	.00000	.00000
.05496	.00000	.00000
.05502	.00000	.00000
.05508	.00000	.00000
.05514	.00000	.00000
.05520	.00000	.00000
.05526	.00000	.00000
.05532	.00000	.00000
.05537	.00000	.00000
.05543	.00000	.00000
.05549	.00000	.00000
.05555	.00000	.00000
.05561	.00000	.00000
.05567	.00000	.00000
.05572	.00000	.00000
.05578	.00000	.00000
.05584	.00000	.00000
.05590	.00000	.00000
.05596	.00000	.00000
.05602	.00000	.00000
.05607	.00000	.00000
.05613	.00000	.00000
.05619	.00000	.00000
.05625	.00000	.00000
.05631	.00000	.00000
.05637	.00000	.00000
.05643	.00000	.00000
.05648	.00000	.00000
.05654	.00000	.00000
.05660	.00000	.00000
.05666	.00000	.00000
.05672	.00000	.00000
.05678	.00000	.00000
.05683	.00000	.00000
.05689	.00000	.00000
.05695	.00000	.00000
.05701	.00000	.00000
.05707	.00000	.00000
.05713	.00000	.00000
.05718	.00000	.00000
.05724	.00000	.00000
.05730	.00000	.00000
.05736	.00000	.00000
.05742	.00000	.00000
.05748	.00000	.00000
.05754	.00000	.00000
.05759	.00000	.00000
.05765	.00000	.00000
.05771	.00000	.00000
.05777	.00000	.00000
.05783	.00000	.00000
.05789	.00000	.00000
.05794	.00000	.00000
.05800	.00000	.00000
.05806	.00000	.00000
.05812	.00000	.00000
.05818	.00000	.00000
.05824	.00000	.00000
.05829	.00000	.00000
.05835	.00000	.00000
.05841	.00000	.00000
.05847	.00000	.00000
.05853	.00000	.00000
.05859	.00000	.00000
.05864	.00000	.00000
.05870	.00000	.00000
.05876	.00000	.00000
.05882	.00000	.00000
.05888	.00000	.00000
.05894	.00000	.00000
.05900	.00000	.00000
.05905	.00000	.00000
.05911	.00000	.00000
.05917	.00000	.00000
.05923	.00000	.00000
.05929	.00000	.00000
.05935	.00000	.00000
.05940	.00000	.00000
.05946	.00000	.00000
.05952	.00000	.00000
.05958	.00000	.00000
.05964	.00000	.00000
.05970	.00000	.00000
.05975	.00000	.00000
.05981	.00000	.00000
.05987	.00000	.00000
.05993	.00000	.00000
.05999	.00000	.00000
.06005	.00000	.00000
.06011	.00000	.00000
.06016	.00000	.00000
.06022	.00000	.00000
.06028	.00000	.00000
.06034	.00000	.00000
.06040	.00000	.00000
.06046	.00000	.00000
.06051	.00000	.00000
.06057	.00000	.00000
.06063	.00000	.00000
.06069	.00000	.00000
.06075	.00000	.00000
.06081	.00000	.00000
.06086	.00000	.00000
.06092	.00000	.00000
.06098	.00000	.00000
.06104	.00000	.00000
.06110	.00000	.00000
.06116	.00000	.00000
.06121	.00000	.00000
.06127	.00000	.00000
.06133	.00000	.00000
.06139	.00000	.00000
.06145	.00000	.00000
.06151	.00000	.00000
.06157	.00000	.00000
.06162	.00000	.00000
.06168	.00000	.00000
.06174	.00000	.00000
.06180	.00000	.00000
.06186	.00000	.00000
.06192	.00000	.00000
.06197	.00000	.00000
.06203	.00000	.00000
.06209	.00000	.00000
.06215	.00000	.00000
.06221	.00000	.00000
.06227	.00000	.00000
.06232	.00000	.00000
.06238	.00000	.00000
.06244	.00000	.00000
.06250	.00000	.00000
.06256	.00000	.00000
.06262	.00000	.00000
.06268	.00000	.00000
.06273	.00000	.00000
.06279	.00000	.00000
.06285	.00000	.00000
.06291	.00000	.00000
.06297	.00000	.00000
.06303	.00000	.00000
.06308	.00000	.00000
.06314	.00000	.00000
.06320	.00000	.00000
.06326	.00000	.00000
.06332	.00000	.00000
.06338	.00000	.00000
.06343	.00000	.00000
.06349	.00000	.00000
.06355	.00000	.00000
.06361	.00000	.00000
.06367	.00000	.00000
.06373	.00000	.00000
.06379	.00000	.00000
.06384	.00000	.00000
.06390	.00000	.00000
.06396	.00000	.00000
.06402	.00000	.00000
.06408	.00000	.00000
.06414	.00000	.00000
.06419	.00000	.00000
.06425	.00000	.00000
.06431	.00000	.00000
.06437	.00000	.00000
.06443	.00000	.00000
.06449	.00000	.00000
.06454	.00000	.00000
.06460	.00000	.00000
.06466	.00000	.00000
.06472	.00000	.00000
.06478	.00000	.00000
.06484	.00000	.00000
.06489	.00000	.00000
.06495	.00000	.00000
.06501	.00000	.00000
.06507	.00000	.00000
.06513	.00000	.00000
.06519	.00000	.00000
.06525	.00000	.00000
.06530	.00000	.00000
.06536	.00000	.00000
.06542	.00000	.00000
.06548	.00000	.00000
.06554	.00000	.00000
.06560	.00000	.00000
.06565	.00000	.00000
.06571	.00000	.00000
.06577	.00000	.00000
.06583	.00000	.00000
.06589	.00000	.00000
.06595	.00000	.00000
.06600	.00000	.00000
.06606	.00000	.00000
.06612	.00000	.00000
.06618	.00000	.00000
.06624	.00000	.00000
.06630	.00000	.00000
.06636	.00000	.00000
.06641	.00000	.00000
.06647	.00000	.00000
.06653	.00000	.00000
.06659	.00000	.00000
.06665	.00000	.00000
.06671	.00000	.00000
.06676	.00000	.00000
.06682	.00000	.00000
.06688	.00000	.00000
.06694	.00000	.00000
.06700	.00000	.00000
.06706	.00000	.00000
.06711	.00000	.00000
.06717	.00000	.00000
.06723	.00000	.00000
.06729	.00000	.00000
.06735	.00000	.00000
.06741	.00000	.00000
.06746	.00000	.00000
.06752	.00000	.00000
.06758	.00000	.00000
.06764	.00000	.00000
.06770	.00000	.00000
.06776	.00000	.00000
.06782	.00000	.00000
.06787	.00000	.00000
.06793	.00000	.00000
